station,avg_arr_delay,train_no,days,type
NAGDA JN,31.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
VIKRAMGARH ALOT,37.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
BHAWANI MANDI,44.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
KOTA JN,54.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
SAWAI MADHOPUR,76.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
GANGAPUR CITY,87.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
MATHURA JN.,79.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
HAZRAT NIZAMUDDIN JN,113.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
NEW DELHI,116.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
PANIPAT JN,111.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
AMBALA CANT JN,113.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
LUDHIANA JN,145.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
PHAGWARA JN,325.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
JALANDHAR CANT,326.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
PATHANKOT CANTT,278.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
KATHUA,278.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
JAMMUTAVI,301.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
MARTYR CAPTAIN TUSHAR MAHAJAN,291.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
SHRI MATA VAISHNO DEVI KATRA,279.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
MUMBAI CENTRAL,0.0,09189,Sat,TRAIN ON DEMAND
BORIVALI,69.0,09189,Sat,TRAIN ON DEMAND
VAPI,64.0,09189,Sat,TRAIN ON DEMAND
SURAT,41.0,09189,Sat,TRAIN ON DEMAND
BHARUCH JN,48.0,09189,Sat,TRAIN ON DEMAND
VADODARA JN,73.0,09189,Sat,TRAIN ON DEMAND
RATLAM JN,108.0,09189,Sat,TRAIN ON DEMAND
UJJAIN JN,64.0,09189,Sat,TRAIN ON DEMAND
SANT HIRDARAM NAGAR,0.0,09189,Sat,TRAIN ON DEMAND
VIDISHA,7.0,09189,Sat,TRAIN ON DEMAND
BINA JN,0.0,09189,Sat,TRAIN ON DEMAND
VIRANGANA LAKSHMIBAI JHANSI,27.0,09189,Sat,TRAIN ON DEMAND
KANPUR CENTRAL,16.0,09189,Sat,TRAIN ON DEMAND
LUCKNOW,93.0,09189,Sat,TRAIN ON DEMAND
GONDA JN,117.0,09189,Sat,TRAIN ON DEMAND
MANKAPUR JN,161.0,09189,Sat,TRAIN ON DEMAND
BASTI,193.0,09189,Sat,TRAIN ON DEMAND
KHALILABAD,171.0,09189,Sat,TRAIN ON DEMAND
GORAKHPUR JN,226.0,09189,Sat,TRAIN ON DEMAND
DEORIA SADAR,264.0,09189,Sat,TRAIN ON DEMAND
SIWAN JN,259.0,09189,Sat,TRAIN ON DEMAND
CHHAPRA,277.0,09189,Sat,TRAIN ON DEMAND
HAJIPUR JN,341.0,09189,Sat,TRAIN ON DEMAND
BARAUNI JN,382.0,09189,Sat,TRAIN ON DEMAND
BEGUSARAI,409.0,09189,Sat,TRAIN ON DEMAND
KHAGARIA JN.,450.0,09189,Sat,TRAIN ON DEMAND
NAUGACHIA,425.0,09189,Sat,TRAIN ON DEMAND
KATIHAR JN,431.0,09189,Sat,TRAIN ON DEMAND
BANDRA TERMINUS,0.0,22931,Fri,SUPERFAST
BORIVALI,7.0,22931,Fri,SUPERFAST
VAPI,2.0,22931,Fri,SUPERFAST
VALSAD,3.0,22931,Fri,SUPERFAST
SURAT,19.0,22931,Fri,SUPERFAST
BHARUCH JN,21.0,22931,Fri,SUPERFAST
VADODARA JN,36.0,22931,Fri,SUPERFAST
ANAND JN,19.0,22931,Fri,SUPERFAST
NADIAD JN,17.0,22931,Fri,SUPERFAST
AHMEDABAD JN,6.0,22931,Fri,SUPERFAST
SABARMATI BG,13.0,22931,Fri,SUPERFAST
KALOL,15.0,22931,Fri,SUPERFAST
MAHESANA JN,10.0,22931,Fri,SUPERFAST
UNJHA,44.0,22931,Fri,SUPERFAST
PALANPUR JN,0.0,22931,Fri,SUPERFAST
ABU ROAD,20.0,22931,Fri,SUPERFAST
JAWAI BANDH,9.0,22931,Fri,SUPERFAST
FALNA,11.0,22931,Fri,SUPERFAST
RANI,12.0,22931,Fri,SUPERFAST
MARWAR JN,0.0,22931,Fri,SUPERFAST
PALI MARWAR,5.0,22931,Fri,SUPERFAST
JODHPUR JN,37.0,22931,Fri,SUPERFAST
MARWAR MATHANIYA,44.0,22931,Fri,SUPERFAST
OSIYAN,45.0,22931,Fri,SUPERFAST
PHALODI JN,50.0,22931,Fri,SUPERFAST
RAMDEVRA,48.0,22931,Fri,SUPERFAST
POKRAN,46.0,22931,Fri,SUPERFAST
JAISALMER,7.0,22931,Fri,SUPERFAST
MUMBAI CENTRAL,0.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
BORIVALI,19.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
VAPI,9.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
VALSAD,10.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
NAVSARI,7.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
SURAT,4.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
BHARUCH JN,15.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
VADODARA JN,22.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
ANAND JN,17.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
NADIAD JN,18.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
AHMEDABAD JN,0.0,12931,"Mon,Tue,Wed,Thu,Fri,Sat",SUPERFAST
DADAR,0.0,12131,"Mon,Wed,Sat",SUPERFAST
THANE,114.0,12131,"Mon,Wed,Sat",SUPERFAST
KALYAN JN,117.0,12131,"Mon,Wed,Sat",SUPERFAST
NASIK ROAD,121.0,12131,"Mon,Wed,Sat",SUPERFAST
MANMAD JN,127.0,12131,"Mon,Wed,Sat",SUPERFAST
KOPARGAON,108.0,12131,"Mon,Wed,Sat",SUPERFAST
SAINAGAR SHIRDI,101.0,12131,"Mon,Wed,Sat",SUPERFAST
DADAR,0.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
THANE,4.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
KALYAN JN,12.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
LONAVALA,7.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
TALEGAON,16.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
CHINCHVAD,14.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
PUNE JN,11.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
URULI,16.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
KEDGAON,21.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
DAUND JN,11.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
BHIGWAN,9.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
JEUR,14.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
KEM,18.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
KURDUVADI JN.,0.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
PANDHARPUR,8.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
SANGOLA,10.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
JATH ROAD,24.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
DHALGAON,31.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
KAVATHE MAHANKAL,35.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
MIRAJ JN.,0.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
SANGLI,1.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
BHILAVDI,0.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
KIRLOSKARVADI,3.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
TAKARI,1.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
KARAD,7.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
MASUR,21.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
KOREGAON,28.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
SATARA,0.0,11027,"Mon,Fri,Sun",MAIL EXPRESS
BANDRA TERMINUS,0.0,22949,Wed,SUPERFAST
BORIVALI,8.0,22949,Wed,SUPERFAST
VAPI,13.0,22949,Wed,SUPERFAST
SURAT,4.0,22949,Wed,SUPERFAST
BHARUCH JN,19.0,22949,Wed,SUPERFAST
VADODARA JN,30.0,22949,Wed,SUPERFAST
ANAND JN,13.0,22949,Wed,SUPERFAST
NADIAD JN,17.0,22949,Wed,SUPERFAST
AHMEDABAD JN,2.0,22949,Wed,SUPERFAST
SABARMATI BG,18.0,22949,Wed,SUPERFAST
MAHESANA JN,15.0,22949,Wed,SUPERFAST
PALANPUR JN,0.0,22949,Wed,SUPERFAST
ABU ROAD,0.0,22949,Wed,SUPERFAST
PINDWARA,0.0,22949,Wed,SUPERFAST
FALNA,1.0,22949,Wed,SUPERFAST
RANI,1.0,22949,Wed,SUPERFAST
AJMER JN,0.0,22949,Wed,SUPERFAST
KISHANGARH,2.0,22949,Wed,SUPERFAST
PHULERA,2.0,22949,Wed,SUPERFAST
RINGAS JN,7.0,22949,Wed,SUPERFAST
SHRI MADHOPUR,13.0,22949,Wed,SUPERFAST
NIM KA THANA,14.0,22949,Wed,SUPERFAST
NARNAUL,26.0,22949,Wed,SUPERFAST
REWARI JN.,0.0,22949,Wed,SUPERFAST
DELHI CANTT,4.0,22949,Wed,SUPERFAST
DELHI SARAI ROHILLA,0.0,22949,Wed,SUPERFAST
PANVEL,0.0,17613,Daily,MAIL EXPRESS
KARJAT,4.0,17613,Daily,MAIL EXPRESS
LONAVALA,29.0,17613,Daily,MAIL EXPRESS
TALEGAON,36.0,17613,Daily,MAIL EXPRESS
CHINCHVAD,35.0,17613,Daily,MAIL EXPRESS
PUNE JN,25.0,17613,Daily,MAIL EXPRESS
DAUND JN,28.0,17613,Daily,MAIL EXPRESS
KURDUVADI JN.,19.0,17613,Daily,MAIL EXPRESS
BARSI TOWN,28.0,17613,Daily,MAIL EXPRESS
USMANABAD,12.0,17613,Daily,MAIL EXPRESS
LATUR,0.0,17613,Daily,MAIL EXPRESS
LATUR ROAD,0.0,17613,Daily,MAIL EXPRESS
PARLI VAIJNATH,0.0,17613,Daily,MAIL EXPRESS
GANGAKHER,25.0,17613,Daily,MAIL EXPRESS
PARBHANI JN,27.0,17613,Daily,MAIL EXPRESS
PURNA JN,21.0,17613,Daily,MAIL EXPRESS
NANDED,0.0,17613,Daily,MAIL EXPRESS
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,12133,Daily,SUPERFAST
THANE,19.0,12133,Daily,SUPERFAST
PANVEL,67.0,12133,Daily,SUPERFAST
RATNAGIRI,104.0,12133,Daily,SUPERFAST
KANKAVLI,128.0,12133,Daily,SUPERFAST
KARMALI,123.0,12133,Daily,SUPERFAST
MADGAON JUNCTION,110.0,12133,Daily,SUPERFAST
KARWAR,118.0,12133,Daily,SUPERFAST
KUMTA,115.0,12133,Daily,SUPERFAST
BHATKAL,104.0,12133,Daily,SUPERFAST
KUNDAPURA,120.0,12133,Daily,SUPERFAST
UDUPI,125.0,12133,Daily,SUPERFAST
SURATHKAL,108.0,12133,Daily,SUPERFAST
MANGALORE JUNCTION,66.0,12133,Daily,SUPERFAST
LOKMANYATILAK,0.0,12811,"Mon,Sun",SUPERFAST
THANE,8.0,12811,"Mon,Sun",SUPERFAST
KALYAN JN,13.0,12811,"Mon,Sun",SUPERFAST
NASIK ROAD,10.0,12811,"Mon,Sun",SUPERFAST
MANMAD JN,16.0,12811,"Mon,Sun",SUPERFAST
BHUSAVAL JN,21.0,12811,"Mon,Sun",SUPERFAST
AKOLA JN.,23.0,12811,"Mon,Sun",SUPERFAST
BADNERA JN.,9.0,12811,"Mon,Sun",SUPERFAST
WARDHA JN,7.0,12811,"Mon,Sun",SUPERFAST
NAGPUR,0.0,12811,"Mon,Sun",SUPERFAST
GONDIA JN,12.0,12811,"Mon,Sun",SUPERFAST
DURG,0.0,12811,"Mon,Sun",SUPERFAST
RAIPUR JN,1.0,12811,"Mon,Sun",SUPERFAST
BILASPUR JN.,0.0,12811,"Mon,Sun",SUPERFAST
RAIGARH,16.0,12811,"Mon,Sun",SUPERFAST
JHARSUGUDA JN,36.0,12811,"Mon,Sun",SUPERFAST
ROURKELA,88.0,12811,"Mon,Sun",SUPERFAST
HATIA,67.0,12811,"Mon,Sun",SUPERFAST
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,22159,Daily,SUPERFAST
DADAR,41.0,22159,Daily,SUPERFAST
THANE,38.0,22159,Daily,SUPERFAST
KALYAN JN,42.0,22159,Daily,SUPERFAST
KARJAT,23.0,22159,Daily,SUPERFAST
LONAVALA,47.0,22159,Daily,SUPERFAST
KHADKI,63.0,22159,Daily,SUPERFAST
PUNE JN,55.0,22159,Daily,SUPERFAST
DAUND JN,69.0,22159,Daily,SUPERFAST
KURDUVADI JN.,67.0,22159,Daily,SUPERFAST
SOLAPUR JN,78.0,22159,Daily,SUPERFAST
KALABURAGI,86.0,22159,Daily,SUPERFAST
WADI,54.0,22159,Daily,SUPERFAST
YADGIR,66.0,22159,Daily,SUPERFAST
RAICHUR,78.0,22159,Daily,SUPERFAST
MANTHRALAYAM RD,76.0,22159,Daily,SUPERFAST
ADONI,77.0,22159,Daily,SUPERFAST
GUNTAKAL JN,83.0,22159,Daily,SUPERFAST
GOOTY,80.0,22159,Daily,SUPERFAST
TADIPATRI,77.0,22159,Daily,SUPERFAST
YERRAGUNTLA,65.0,22159,Daily,SUPERFAST
CUDDAPAH,67.0,22159,Daily,SUPERFAST
RAZAMPETA,56.0,22159,Daily,SUPERFAST
RENIGUNTA JN,39.0,22159,Daily,SUPERFAST
PUTTUR,54.0,22159,Daily,SUPERFAST
TIRUTTANI,46.0,22159,Daily,SUPERFAST
ARAKKONAM,40.0,22159,Daily,SUPERFAST
TIRUVALLUR,46.0,22159,Daily,SUPERFAST
PERAMBUR,53.0,22159,Daily,SUPERFAST
PURATCHI THALAIVAR DR. MGR CTL CHENNAI,30.0,22159,Daily,SUPERFAST
BANDRA TERMINUS,0.0,22913,Sun,SUPERFAST
VAPI,0.0,22913,Sun,SUPERFAST
VALSAD,0.0,22913,Sun,SUPERFAST
BHESTAN,0.0,22913,Sun,SUPERFAST
NANDURBAR,0.0,22913,Sun,SUPERFAST
BHUSAVAL JN,0.0,22913,Sun,SUPERFAST
ITARSI JN,0.0,22913,Sun,SUPERFAST
JABALPUR,0.0,22913,Sun,SUPERFAST
KATNI,0.0,22913,Sun,SUPERFAST
SATNA,20.0,22913,Sun,SUPERFAST
PRAYAGRAJ CHHEOKI,16.0,22913,Sun,SUPERFAST
PT.DEEN DAYAL UPADHYAYA JN.,0.0,22913,Sun,SUPERFAST
PATNA JN,7.0,22913,Sun,SUPERFAST
NEW BARAUNI JN.,0.0,22913,Sun,SUPERFAST
BEGUSARAI,4.0,22913,Sun,SUPERFAST
KHAGARIA JN.,0.0,22913,Sun,SUPERFAST
SAHARSA JN,0.0,22913,Sun,SUPERFAST
BANDRA TERMINUS,0.0,22955,Daily,SUPERFAST
BORIVALI,17.0,22955,Daily,SUPERFAST
VAPI,11.0,22955,Daily,SUPERFAST
VALSAD,11.0,22955,Daily,SUPERFAST
NAVSARI,5.0,22955,Daily,SUPERFAST
SURAT,2.0,22955,Daily,SUPERFAST
ANKLESHWAR JN,4.0,22955,Daily,SUPERFAST
BHARUCH JN,8.0,22955,Daily,SUPERFAST
VADODARA JN,9.0,22955,Daily,SUPERFAST
ANAND JN,6.0,22955,Daily,SUPERFAST
NADIAD JN,5.0,22955,Daily,SUPERFAST
AHMEDABAD JN,0.0,22955,Daily,SUPERFAST
VIRAMGAM JN,3.0,22955,Daily,SUPERFAST
DHRANGADHRA,3.0,22955,Daily,SUPERFAST
HALVAD,7.0,22955,Daily,SUPERFAST
SAMAKHIALI B G,0.0,22955,Daily,SUPERFAST
BHACHAU BG,6.0,22955,Daily,SUPERFAST
GANDHIDHAM BG,0.0,22955,Daily,SUPERFAST
ADIPUR,19.0,22955,Daily,SUPERFAST
ANJAR,25.0,22955,Daily,SUPERFAST
BHUJ,0.0,22955,Daily,SUPERFAST
DADAR,0.0,12927,Daily,SUPERFAST
BORIVALI,26.0,12927,Daily,SUPERFAST
VALSAD,13.0,12927,Daily,SUPERFAST
SURAT,7.0,12927,Daily,SUPERFAST
BHARUCH JN,17.0,12927,Daily,SUPERFAST
VADODARA JN,13.0,12927,Daily,SUPERFAST
EKTA NAGAR,0.0,12927,Daily,SUPERFAST
MUMBAI CENTRAL,0.0,09075,Wed,TRAIN ON DEMAND
BORIVALI,18.0,09075,Wed,TRAIN ON DEMAND
VAPI,57.0,09075,Wed,TRAIN ON DEMAND
VALSAD,83.0,09075,Wed,TRAIN ON DEMAND
SURAT,83.0,09075,Wed,TRAIN ON DEMAND
VADODARA JN,88.0,09075,Wed,TRAIN ON DEMAND
RATLAM JN,94.0,09075,Wed,TRAIN ON DEMAND
KOTA JN,32.0,09075,Wed,TRAIN ON DEMAND
GANGAPUR CITY,42.0,09075,Wed,TRAIN ON DEMAND
HINDAUN CITY,43.0,09075,Wed,TRAIN ON DEMAND
BHARATPUR JN,10.0,09075,Wed,TRAIN ON DEMAND
MATHURA JN.,0.0,09075,Wed,TRAIN ON DEMAND
HATHRAS CITY,0.0,09075,Wed,TRAIN ON DEMAND
KASGANJ,8.0,09075,Wed,TRAIN ON DEMAND
BADAUN,11.0,09075,Wed,TRAIN ON DEMAND
BAREILLY JN,0.0,09075,Wed,TRAIN ON DEMAND
BAREILLY CITY,0.0,09075,Wed,TRAIN ON DEMAND
IZZATNAGAR JN,0.0,09075,Wed,TRAIN ON DEMAND
BAHERI,0.0,09075,Wed,TRAIN ON DEMAND
KICHHA,0.0,09075,Wed,TRAIN ON DEMAND
LALKUA JN.,2.0,09075,Wed,TRAIN ON DEMAND
HALDWANI,0.0,09075,Wed,TRAIN ON DEMAND
KATHGODAM,0.0,09075,Wed,TRAIN ON DEMAND
LOKMANYATILAK,0.0,11013,Daily,MAIL EXPRESS
THANE,56.0,11013,Daily,MAIL EXPRESS
KALYAN JN,52.0,11013,Daily,MAIL EXPRESS
PUNE JN,82.0,11013,Daily,MAIL EXPRESS
KURDUVADI JN.,78.0,11013,Daily,MAIL EXPRESS
SOLAPUR JN,72.0,11013,Daily,MAIL EXPRESS
DUDHANI,77.0,11013,Daily,MAIL EXPRESS
GANAGAPUR ROAD,78.0,11013,Daily,MAIL EXPRESS
KALABURAGI,71.0,11013,Daily,MAIL EXPRESS
SHAHABAD,69.0,11013,Daily,MAIL EXPRESS
WADI,46.0,11013,Daily,MAIL EXPRESS
YADGIR,43.0,11013,Daily,MAIL EXPRESS
KRISHNA,49.0,11013,Daily,MAIL EXPRESS
RAICHUR,43.0,11013,Daily,MAIL EXPRESS
MANTHRALAYAM RD,48.0,11013,Daily,MAIL EXPRESS
ADONI,46.0,11013,Daily,MAIL EXPRESS
GUNTAKAL JN,45.0,11013,Daily,MAIL EXPRESS
ANANTAPUR,50.0,11013,Daily,MAIL EXPRESS
DHARMAVARAM JN,24.0,11013,Daily,MAIL EXPRESS
SAI P NILAYAM,89.0,11013,Daily,MAIL EXPRESS
HINDUPUR,89.0,11013,Daily,MAIL EXPRESS
GAURIBIDANUR,89.0,11013,Daily,MAIL EXPRESS
KRANTIVIRA SANGOLLI RAYANNA (BENGALURU),29.0,11013,Daily,MAIL EXPRESS
HOSUR,64.0,11013,Daily,MAIL EXPRESS
DHARMAPURI,97.0,11013,Daily,MAIL EXPRESS
SALEM JN,49.0,11013,Daily,MAIL EXPRESS
ERODE JN,50.0,11013,Daily,MAIL EXPRESS
TIRUPPUR,50.0,11013,Daily,MAIL EXPRESS
COIMBATORE JN,23.0,11013,Daily,MAIL EXPRESS
LOKMANYATILAK,0.0,11079,Thu,MAIL EXPRESS
KALYAN JN,13.0,11079,Thu,MAIL EXPRESS
NASIK ROAD,31.0,11079,Thu,MAIL EXPRESS
BHUSAVAL JN,0.0,11079,Thu,MAIL EXPRESS
KHANDWA JUNCTION,0.0,11079,Thu,MAIL EXPRESS
HARDA,15.0,11079,Thu,MAIL EXPRESS
ITARSI JN,3.0,11079,Thu,MAIL EXPRESS
RANI KAMALAPATI,0.0,11079,Thu,MAIL EXPRESS
VIDISHA,5.0,11079,Thu,MAIL EXPRESS
VIRANGANA LAKSHMIBAI JHANSI,7.0,11079,Thu,MAIL EXPRESS
ORAI,29.0,11079,Thu,MAIL EXPRESS
POKHRAYAN,40.0,11079,Thu,MAIL EXPRESS
KANPUR CENTRAL,4.0,11079,Thu,MAIL EXPRESS
LUCKNOW,20.0,11079,Thu,MAIL EXPRESS
BARABANKI JN,0.0,11079,Thu,MAIL EXPRESS
JARWAL ROAD,0.0,11079,Thu,MAIL EXPRESS
COLONELGANJ,20.0,11079,Thu,MAIL EXPRESS
GONDA JN,0.0,11079,Thu,MAIL EXPRESS
BALRAMPUR,9.0,11079,Thu,MAIL EXPRESS
KAUWAPUR,10.0,11079,Thu,MAIL EXPRESS
TULSIPUR,19.0,11079,Thu,MAIL EXPRESS
GAINSARI JN,39.0,11079,Thu,MAIL EXPRESS
PACHPERWA,39.0,11079,Thu,MAIL EXPRESS
BARHNI,53.0,11079,Thu,MAIL EXPRESS
SIDDHARTH NAGAR,63.0,11079,Thu,MAIL EXPRESS
ANAND NAGAR,38.0,11079,Thu,MAIL EXPRESS
GORAKHPUR JN,15.0,11079,Thu,MAIL EXPRESS
MUMBAI CENTRAL,0.0,12951,Daily,RAJDHANI
BORIVALI,12.0,12951,Daily,RAJDHANI
SURAT,5.0,12951,Daily,RAJDHANI
VADODARA JN,17.0,12951,Daily,RAJDHANI
RATLAM JN,10.0,12951,Daily,RAJDHANI
NAGDA JN,6.0,12951,Daily,RAJDHANI
KOTA JN,15.0,12951,Daily,RAJDHANI
NEW DELHI,20.0,12951,Daily,RAJDHANI
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,02188,Fri,TRAIN ON DEMAND
DADAR,248.0,02188,Fri,TRAIN ON DEMAND
KALYAN JN,250.0,02188,Fri,TRAIN ON DEMAND
NASIK ROAD,338.0,02188,Fri,TRAIN ON DEMAND
MANMAD JN,286.0,02188,Fri,TRAIN ON DEMAND
BHUSAVAL JN,289.0,02188,Fri,TRAIN ON DEMAND
KHANDWA JUNCTION,244.0,02188,Fri,TRAIN ON DEMAND
HARDA,251.0,02188,Fri,TRAIN ON DEMAND
ITARSI JN,232.0,02188,Fri,TRAIN ON DEMAND
PIPARIYA,230.0,02188,Fri,TRAIN ON DEMAND
GADARWARA,242.0,02188,Fri,TRAIN ON DEMAND
NARSINGHPUR,238.0,02188,Fri,TRAIN ON DEMAND
JABALPUR,245.0,02188,Fri,TRAIN ON DEMAND
KATNI,275.0,02188,Fri,TRAIN ON DEMAND
MAIHAR,303.0,02188,Fri,TRAIN ON DEMAND
SATNA,297.0,02188,Fri,TRAIN ON DEMAND
REWA,293.0,02188,Fri,TRAIN ON DEMAND
BANDRA TERMINUS,0.0,19027,Sat,MAIL EXPRESS
BORIVALI,9.0,19027,Sat,MAIL EXPRESS
VAPI,24.0,19027,Sat,MAIL EXPRESS
SURAT,11.0,19027,Sat,MAIL EXPRESS
VADODARA JN,17.0,19027,Sat,MAIL EXPRESS
ANAND JN,17.0,19027,Sat,MAIL EXPRESS
NADIAD JN,16.0,19027,Sat,MAIL EXPRESS
AHMEDABAD JN,5.0,19027,Sat,MAIL EXPRESS
MAHESANA JN,14.0,19027,Sat,MAIL EXPRESS
PALANPUR JN,0.0,19027,Sat,MAIL EXPRESS
ABU ROAD,0.0,19027,Sat,MAIL EXPRESS
FALNA,0.0,19027,Sat,MAIL EXPRESS
MARWAR JN,0.0,19027,Sat,MAIL EXPRESS
PALI MARWAR,19.0,19027,Sat,MAIL EXPRESS
LUNI JN,28.0,19027,Sat,MAIL EXPRESS
JODHPUR JN,24.0,19027,Sat,MAIL EXPRESS
GOTAN,32.0,19027,Sat,MAIL EXPRESS
MERTA ROAD JN,20.0,19027,Sat,MAIL EXPRESS
DEGANA JN,0.0,19027,Sat,MAIL EXPRESS
DIDWANA,13.0,19027,Sat,MAIL EXPRESS
LADNUN,13.0,19027,Sat,MAIL EXPRESS
SUJANGARH,13.0,19027,Sat,MAIL EXPRESS
RATANGARH JN,0.0,19027,Sat,MAIL EXPRESS
CHURU,0.0,19027,Sat,MAIL EXPRESS
SADULPUR JN,3.0,19027,Sat,MAIL EXPRESS
HISAR,0.0,19027,Sat,MAIL EXPRESS
BARWALA,0.0,19027,Sat,MAIL EXPRESS
DHURI JN,0.0,19027,Sat,MAIL EXPRESS
LUDHIANA JN,3.0,19027,Sat,MAIL EXPRESS
JALANDHAR CANT,12.0,19027,Sat,MAIL EXPRESS
PATHANKOT CANTT,9.0,19027,Sat,MAIL EXPRESS
KATHUA,12.0,19027,Sat,MAIL EXPRESS
JAMMUTAVI,5.0,19027,Sat,MAIL EXPRESS
LOKMANYATILAK,0.0,22511,Tue,SUPERFAST
KALYAN JN,26.0,22511,Tue,SUPERFAST
MANMAD JN,99.0,22511,Tue,SUPERFAST
BHUSAVAL JN,117.0,22511,Tue,SUPERFAST
AKOLA JN.,131.0,22511,Tue,SUPERFAST
NAGPUR,115.0,22511,Tue,SUPERFAST
GONDIA JN,113.0,22511,Tue,SUPERFAST
BANDRA TERMINUS,0.0,12935,Daily,SUPERFAST
ANDHERI,6.0,12935,Daily,SUPERFAST
BORIVALI,13.0,12935,Daily,SUPERFAST
VIRAR,10.0,12935,Daily,SUPERFAST
BOISAR,8.0,12935,Daily,SUPERFAST
VAPI,16.0,12935,Daily,SUPERFAST
VALSAD,21.0,12935,Daily,SUPERFAST
BILIMORA JN,19.0,12935,Daily,SUPERFAST
NAVSARI,17.0,12935,Daily,SUPERFAST
UDHNA JN,16.0,12935,Daily,SUPERFAST
LOKMANYATILAK,0.0,22183,"Wed,Sat",SUPERFAST
THANE,8.0,22183,"Wed,Sat",SUPERFAST
KALYAN JN,21.0,22183,"Wed,Sat",SUPERFAST
IGATPURI,49.0,22183,"Wed,Sat",SUPERFAST
NASIK ROAD,33.0,22183,"Wed,Sat",SUPERFAST
MANMAD JN,20.0,22183,"Wed,Sat",SUPERFAST
BHUSAVAL JN,36.0,22183,"Wed,Sat",SUPERFAST
BURHANPUR,45.0,22183,"Wed,Sat",SUPERFAST
KHANDWA JUNCTION,28.0,22183,"Wed,Sat",SUPERFAST
ITARSI JN,0.0,22183,"Wed,Sat",SUPERFAST
PIPARIYA,16.0,22183,"Wed,Sat",SUPERFAST
NARSINGHPUR,39.0,22183,"Wed,Sat",SUPERFAST
JABALPUR,26.0,22183,"Wed,Sat",SUPERFAST
KATNI,27.0,22183,"Wed,Sat",SUPERFAST
SATNA,24.0,22183,"Wed,Sat",SUPERFAST
MANIKPUR JN,0.0,22183,"Wed,Sat",SUPERFAST
PRAYAGRAJ JN,3.0,22183,"Wed,Sat",SUPERFAST
MAA BELHA DEVI DHAM PRATAPGARH JUNCTION,0.0,22183,"Wed,Sat",SUPERFAST
